date,title,content,event_type,Sentiment,symbol,Sector,Impact_Level,computed_sentiment,summary,prompt_chain_summary,route
2025-06-20,Consumer Discretionary stocks outperform as spending increases,Consumer Discretionary stocks outperform as spending increases,Market Rally,Negative,Goldman Sachs,Technology,Low,0.0,Consumer Discretionary stocks outperform as spending increases,"Headline: Consumer Discretionary stocks outperform as spending increases | Key points: consumer, discretionary, stocks, outperform, spending | Sentiment: neutral",General
2025-08-06,Market sentiment turns positive on vaccine trial results,Market sentiment turns positive on vaccine trial results,Commodity Price Shock,Negative,Tata Motors,Finance,Medium,0.22727272727272727,Market sentiment turns positive on vaccine trial results,"Headline: Market sentiment turns positive on vaccine trial results | Key points: market, sentiment, turns, positive, vaccine | Sentiment: positive",General
2025-07-23,Central bank maintains status quo on interest rates,Central bank maintains status quo on interest rates,Market Rally,Positive,Microsoft,Energy,Medium,0.0,Central bank maintains status quo on interest rates,"Headline: Central bank maintains status quo on interest rates | Key points: central, bank, maintains, status, interest | Sentiment: neutral",Macro
2025-06-22,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Commodity Price Shock,Neutral,Reliance Industries,Agriculture,High,-0.04583333333333334,Major technology firm acquires a smaller rival in a multi-billion dollar deal,"Headline: Major technology firm acquires a smaller rival in a multi-billion dollar deal | Key points: major, technology, firm, acquires, smaller | Sentiment: negative",Innovation
2025-07-19,Consumer Discretionary stocks outperform as spending increases,Consumer Discretionary stocks outperform as spending increases,IPO Launch,Neutral,Samsung Electronics,Industrials,Medium,0.0,Consumer Discretionary stocks outperform as spending increases,"Headline: Consumer Discretionary stocks outperform as spending increases | Key points: consumer, discretionary, stocks, outperform, spending | Sentiment: neutral",General
2025-06-21,Consumer confidence index reaches a decade high,Consumer confidence index reaches a decade high,Economic Data Release,Negative,Apple Inc.,Materials,Medium,0.16,Consumer confidence index reaches a decade high,"Headline: Consumer confidence index reaches a decade high | Key points: consumer, confidence, index, reaches, decade | Sentiment: positive",General
2025-05-31,Pharmaceutical company's drug approval drives stock upward,Pharmaceutical company's drug approval drives stock upward,IPO Launch,Neutral,Goldman Sachs,Healthcare,Medium,0.0,Pharmaceutical company's drug approval drives stock upward,"Headline: Pharmaceutical company's drug approval drives stock upward | Key points: pharmaceutical, company, drug, approval, drives | Sentiment: neutral",General
2025-08-06,Nikkei 225 index benefits from a weaker yen,Nikkei 225 index benefits from a weaker yen,Stock Market Crash,Negative,Reliance Industries,Real Estate,Low,0.0,Nikkei 225 index benefits from a weaker yen,"Headline: Nikkei 225 index benefits from a weaker yen | Key points: nikkei, index, benefits, from, weaker | Sentiment: neutral",General
2025-02-06,Energy company's dividend hike excites shareholders,Energy company's dividend hike excites shareholders,Cryptocurrency Regulation,,JP Morgan Chase,Agriculture,Low,0.0,Energy company's dividend hike excites shareholders,"Headline: Energy company's dividend hike excites shareholders | Key points: energy, company, dividend, hike, excites | Sentiment: neutral",General
2025-07-28,Merger talks between two banks fall through,Merger talks between two banks fall through,Inflation Data Release,Neutral,Microsoft,Materials,Low,0.0,Merger talks between two banks fall through,"Headline: Merger talks between two banks fall through | Key points: merger, talks, between, banks, fall | Sentiment: neutral",M&A
2025-04-17,A massive data breach sends a tech company's stock tumbling,A massive data breach sends a tech company's stock tumbling,Market Rally,Neutral,Microsoft,Media & Entertainment,Low,0.0,A massive data breach sends a tech company's stock tumbling,"Headline: A massive data breach sends a tech company's stock tumbling | Key points: massive, data, breach, sends, tech | Sentiment: neutral",Innovation
2025-02-03,Utilities sector remains stable during market fluctuations,Utilities sector remains stable during market fluctuations,Central Bank Meeting,Positive,ExxonMobil,Finance,High,0.0,Utilities sector remains stable during market fluctuations,"Headline: Utilities sector remains stable during market fluctuations | Key points: utilities, sector, remains, stable, during | Sentiment: neutral",Innovation
2025-05-27,Record-high inflation data rattles investors,Record-high inflation data rattles investors,Government Policy Announcement,Positive,Boeing,Telecommunications,Low,0.0,Record-high inflation data rattles investors,"Headline: Record-high inflation data rattles investors | Key points: record, high, inflation, data, rattles | Sentiment: neutral",Macro
2025-04-16,Central Bank's dovish tone hints at future rate cuts,Central Bank's dovish tone hints at future rate cuts,IPO Launch,Neutral,Goldman Sachs,Media & Entertainment,High,0.0,Central Bank's dovish tone hints at future rate cuts,"Headline: Central Bank's dovish tone hints at future rate cuts | Key points: central, bank, dovish, tone, hints | Sentiment: neutral",Macro
2025-06-05,Quarterly report shows surprising losses for retail giants,Quarterly report shows surprising losses for retail giants,Trade Tariffs Announcement,Negative,JP Morgan Chase,Real Estate,High,0.7,Quarterly report shows surprising losses for retail giants,"Headline: Quarterly report shows surprising losses for retail giants | Key points: quarterly, report, shows, surprising, losses | Sentiment: positive",Innovation
2025-02-28,Major oil spill sends energy stocks plummeting,Major oil spill sends energy stocks plummeting,Corporate Earnings Report,Negative,Tesla,Real Estate,Medium,0.0625,Major oil spill sends energy stocks plummeting,"Headline: Major oil spill sends energy stocks plummeting | Key points: major, spill, sends, energy, stocks | Sentiment: positive",General
2025-05-27,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Stock Market Crash,Negative,Apple Inc.,Utilities,High,0.06818181818181818,Tech Giant's New Product Launch Sparks Sector-Wide Gains,"Headline: Tech Giant's New Product Launch Sparks Sector-Wide Gains | Key points: tech, giant, product, launch, sparks | Sentiment: positive",Innovation
2025-03-22,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Stock Market Crash,Positive,Tesla,Utilities,Medium,0.06818181818181818,Tech Giant's New Product Launch Sparks Sector-Wide Gains,"Headline: Tech Giant's New Product Launch Sparks Sector-Wide Gains | Key points: tech, giant, product, launch, sparks | Sentiment: positive",Innovation
2025-03-04,Unexpected rise in unemployment fuels market pessimism,Unexpected rise in unemployment fuels market pessimism,Major Merger/Acquisition,Negative,Boeing,Media & Entertainment,Medium,0.1,Unexpected rise in unemployment fuels market pessimism,"Headline: Unexpected rise in unemployment fuels market pessimism | Key points: unexpected, rise, unemployment, fuels, market | Sentiment: positive",General
2025-02-15,Central bank maintains status quo on interest rates,Central bank maintains status quo on interest rates,Major Merger/Acquisition,Negative,Microsoft,Transportation,Low,0.0,Central bank maintains status quo on interest rates,"Headline: Central bank maintains status quo on interest rates | Key points: central, bank, maintains, status, interest | Sentiment: neutral",Macro
2025-03-03,Semiconductor shortages weigh heavily on tech sector profits,Semiconductor shortages weigh heavily on tech sector profits,Major Merger/Acquisition,Negative,Samsung Electronics,Materials,High,-0.2,Semiconductor shortages weigh heavily on tech sector profits,"Headline: Semiconductor shortages weigh heavily on tech sector profits | Key points: semiconductor, shortages, weigh, heavily, tech | Sentiment: negative",Earnings
2025-06-28,Healthcare stocks gain on robust demand and strong outlook,Healthcare stocks gain on robust demand and strong outlook,Central Bank Meeting,Negative,JP Morgan Chase,Retail,Medium,0.43333333333333335,Healthcare stocks gain on robust demand and strong outlook,"Headline: Healthcare stocks gain on robust demand and strong outlook | Key points: healthcare, stocks, gain, robust, demand | Sentiment: positive",Innovation
2025-07-10,Dow Jones plunges as market fears recession,Dow Jones plunges as market fears recession,Corporate Earnings Report,Neutral,Samsung Electronics,Materials,Medium,0.0,Dow Jones plunges as market fears recession,"Headline: Dow Jones plunges as market fears recession | Key points: jones, plunges, market, fears, recession | Sentiment: neutral",General
2025-03-29,Nikkei 225 index benefits from a weaker yen,Nikkei 225 index benefits from a weaker yen,Supply Chain Disruption,Neutral,Tesla,Transportation,Medium,0.0,Nikkei 225 index benefits from a weaker yen,"Headline: Nikkei 225 index benefits from a weaker yen | Key points: nikkei, index, benefits, from, weaker | Sentiment: neutral",General
2025-08-07,Automotive industry faces headwinds from rising material costs,Automotive industry faces headwinds from rising material costs,Corporate Earnings Report,Positive,Microsoft,Materials,Medium,0.0,Automotive industry faces headwinds from rising material costs,"Headline: Automotive industry faces headwinds from rising material costs | Key points: automotive, industry, faces, headwinds, from | Sentiment: neutral",General
2025-02-27,Government subsidy program gives a lift to the agriculture sector,Government subsidy program gives a lift to the agriculture sector,Inflation Data Release,Neutral,Samsung Electronics,Automotive,Low,0.0,Government subsidy program gives a lift to the agriculture sector,"Headline: Government subsidy program gives a lift to the agriculture sector | Key points: government, subsidy, program, gives, lift | Sentiment: neutral",General
2025-04-19,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Major Merger/Acquisition,Negative,JP Morgan Chase,Finance,High,-0.04583333333333334,Major technology firm acquires a smaller rival in a multi-billion dollar deal,"Headline: Major technology firm acquires a smaller rival in a multi-billion dollar deal | Key points: major, technology, firm, acquires, smaller | Sentiment: negative",Innovation
2025-03-18,Financial services stocks rally on strong profit margins,Financial services stocks rally on strong profit margins,Market Rally,Negative,ExxonMobil,Energy,High,0.21666666666666667,Financial services stocks rally on strong profit margins,"Headline: Financial services stocks rally on strong profit margins | Key points: financial, services, stocks, rally, strong | Sentiment: positive",Earnings
2025-05-19,Government policy shift boosts renewable energy sector,Government policy shift boosts renewable energy sector,Consumer Confidence Report,Negative,JP Morgan Chase,Construction,Medium,0.0,Government policy shift boosts renewable energy sector,"Headline: Government policy shift boosts renewable energy sector | Key points: government, policy, shift, boosts, renewable | Sentiment: neutral",General
2025-04-19,China's Shanghai Composite falls after new trade restrictions,China's Shanghai Composite falls after new trade restrictions,Unemployment Rate Announcement,Negative,Apple Inc.,Healthcare,Medium,0.13636363636363635,China's Shanghai Composite falls after new trade restrictions,"Headline: China's Shanghai Composite falls after new trade restrictions | Key points: china, shanghai, composite, falls, after | Sentiment: positive",Innovation
2025-04-07,Energy company's dividend hike excites shareholders,Energy company's dividend hike excites shareholders,Stock Market Crash,Positive,Tesla,Technology,High,0.0,Energy company's dividend hike excites shareholders,"Headline: Energy company's dividend hike excites shareholders | Key points: energy, company, dividend, hike, excites | Sentiment: neutral",General
2025-07-22,Financial services stocks rally on strong profit margins,Financial services stocks rally on strong profit margins,Geopolitical Event,Neutral,Tesla,Industrials,Medium,0.21666666666666667,Financial services stocks rally on strong profit margins,"Headline: Financial services stocks rally on strong profit margins | Key points: financial, services, stocks, rally, strong | Sentiment: positive",Earnings
2025-03-23,New regulations on cryptocurrencies cause a market dip,New regulations on cryptocurrencies cause a market dip,Trade Tariffs Announcement,,Goldman Sachs,Industrials,Medium,0.13636363636363635,New regulations on cryptocurrencies cause a market dip,"Headline: New regulations on cryptocurrencies cause a market dip | Key points: regulations, cryptocurrencies, cause, market | Sentiment: positive",General
2025-02-19,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Government Policy Announcement,Negative,Boeing,Telecommunications,High,0.06818181818181818,Tech Giant's New Product Launch Sparks Sector-Wide Gains,"Headline: Tech Giant's New Product Launch Sparks Sector-Wide Gains | Key points: tech, giant, product, launch, sparks | Sentiment: positive",Innovation
2025-04-23,Federal Reserve Chairman's speech causes market volatility,Federal Reserve Chairman's speech causes market volatility,Unemployment Rate Announcement,Neutral,Boeing,Real Estate,Medium,0.0,Federal Reserve Chairman's speech causes market volatility,"Headline: Federal Reserve Chairman's speech causes market volatility | Key points: federal, reserve, chairman, speech, causes | Sentiment: neutral",Macro
2025-02-04,Media and Entertainment companies report a surge in streaming revenue,Media and Entertainment companies report a surge in streaming revenue,Unemployment Rate Announcement,Neutral,Tesla,Materials,Medium,0.0,Media and Entertainment companies report a surge in streaming revenue,"Headline: Media and Entertainment companies report a surge in streaming revenue | Key points: media, entertainment, companies, report, surge | Sentiment: neutral",Earnings
2025-05-04,Healthcare stocks gain on robust demand and strong outlook,Healthcare stocks gain on robust demand and strong outlook,Commodity Price Shock,Positive,Goldman Sachs,Telecommunications,High,0.43333333333333335,Healthcare stocks gain on robust demand and strong outlook,"Headline: Healthcare stocks gain on robust demand and strong outlook | Key points: healthcare, stocks, gain, robust, demand | Sentiment: positive",Innovation
2025-05-27,Aerospace and Defense sector sees rally amid geopolitical tensions,Aerospace and Defense sector sees rally amid geopolitical tensions,Currency Devaluation,Negative,Tata Motors,Finance,Low,0.0,Aerospace and Defense sector sees rally amid geopolitical tensions,"Headline: Aerospace and Defense sector sees rally amid geopolitical tensions | Key points: aerospace, defense, sector, sees, rally | Sentiment: neutral",General
2025-04-11,nan,nan,Corporate Earnings Report,Negative,Microsoft,Healthcare,Low,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
2025-06-01,Market sentiment turns positive on vaccine trial results,Market sentiment turns positive on vaccine trial results,Unemployment Rate Announcement,Negative,Tata Motors,Media & Entertainment,High,0.22727272727272727,Market sentiment turns positive on vaccine trial results,"Headline: Market sentiment turns positive on vaccine trial results | Key points: market, sentiment, turns, positive, vaccine | Sentiment: positive",General
2025-03-02,Manufacturing PMI data signals economic expansion,Manufacturing PMI data signals economic expansion,Corporate Earnings Report,Neutral,Boeing,Construction,Low,0.2,Manufacturing PMI data signals economic expansion,"Headline: Manufacturing PMI data signals economic expansion | Key points: manufacturing, data, signals, economic, expansion | Sentiment: positive",General
2025-03-22,Real Estate sector shows signs of overheating as interest rates fall,Real Estate sector shows signs of overheating as interest rates fall,Consumer Confidence Report,Neutral,JP Morgan Chase,Industrials,Medium,0.2,Real Estate sector shows signs of overheating as interest rates fall,"Headline: Real Estate sector shows signs of overheating as interest rates fall | Key points: real, estate, sector, shows, signs | Sentiment: positive",Macro
2025-02-26,Energy company's dividend hike excites shareholders,Energy company's dividend hike excites shareholders,Commodity Price Shock,Positive,Reliance Industries,Transportation,Medium,0.0,Energy company's dividend hike excites shareholders,"Headline: Energy company's dividend hike excites shareholders | Key points: energy, company, dividend, hike, excites | Sentiment: neutral",General
2025-04-19,Market braces for a major policy announcement from the EU,Market braces for a major policy announcement from the EU,Government Policy Announcement,Negative,Goldman Sachs,Real Estate,High,0.0625,Market braces for a major policy announcement from the EU,"Headline: Market braces for a major policy announcement from the EU | Key points: market, braces, major, policy, announcement | Sentiment: positive",General
2025-02-06,Government spending bill is expected to stimulate the economy,Government spending bill is expected to stimulate the economy,Consumer Confidence Report,Positive,ExxonMobil,Technology,Low,-0.1,Government spending bill is expected to stimulate the economy,"Headline: Government spending bill is expected to stimulate the economy | Key points: government, spending, bill, expected, stimulate | Sentiment: negative",General
2025-06-03,Semiconductor shortages weigh heavily on tech sector profits,Semiconductor shortages weigh heavily on tech sector profits,Inflation Data Release,Negative,Samsung Electronics,Aerospace & Defense,Medium,-0.2,Semiconductor shortages weigh heavily on tech sector profits,"Headline: Semiconductor shortages weigh heavily on tech sector profits | Key points: semiconductor, shortages, weigh, heavily, tech | Sentiment: negative",Earnings
2025-04-16,Central Bank Governor signals potential shift in policy,Central Bank Governor signals potential shift in policy,IPO Launch,Positive,Tata Motors,Automotive,Low,0.0,Central Bank Governor signals potential shift in policy,"Headline: Central Bank Governor signals potential shift in policy | Key points: central, bank, governor, signals, potential | Sentiment: neutral",Macro
2025-05-17,Pharmaceutical company's drug approval drives stock upward,Pharmaceutical company's drug approval drives stock upward,Trade Tariffs Announcement,,Boeing,Utilities,Medium,0.0,Pharmaceutical company's drug approval drives stock upward,"Headline: Pharmaceutical company's drug approval drives stock upward | Key points: pharmaceutical, company, drug, approval, drives | Sentiment: neutral",General
2025-02-04,Aerospace and Defense sector sees rally amid geopolitical tensions,Aerospace and Defense sector sees rally amid geopolitical tensions,Stock Market Crash,Negative,ExxonMobil,Industrials,Low,0.0,Aerospace and Defense sector sees rally amid geopolitical tensions,"Headline: Aerospace and Defense sector sees rally amid geopolitical tensions | Key points: aerospace, defense, sector, sees, rally | Sentiment: neutral",General
2025-07-30,Market braces for a major policy announcement from the EU,Market braces for a major policy announcement from the EU,Geopolitical Event,Negative,Goldman Sachs,Media & Entertainment,Medium,0.0625,Market braces for a major policy announcement from the EU,"Headline: Market braces for a major policy announcement from the EU | Key points: market, braces, major, policy, announcement | Sentiment: positive",General
2025-06-27,E-commerce earnings report beats all analyst expectations,E-commerce earnings report beats all analyst expectations,Currency Devaluation,Negative,Samsung Electronics,Telecommunications,Low,0.0,E-commerce earnings report beats all analyst expectations,"Headline: E-commerce earnings report beats all analyst expectations | Key points: commerce, earnings, report, beats, analyst | Sentiment: neutral",Earnings
2025-07-22,Government subsidy program gives a lift to the agriculture sector,Government subsidy program gives a lift to the agriculture sector,Major Merger/Acquisition,,Goldman Sachs,Automotive,Medium,0.0,Government subsidy program gives a lift to the agriculture sector,"Headline: Government subsidy program gives a lift to the agriculture sector | Key points: government, subsidy, program, gives, lift | Sentiment: neutral",General
2025-04-01,Real Estate sector shows signs of overheating as interest rates fall,Real Estate sector shows signs of overheating as interest rates fall,Market Rally,Negative,Samsung Electronics,Consumer Goods,Low,0.2,Real Estate sector shows signs of overheating as interest rates fall,"Headline: Real Estate sector shows signs of overheating as interest rates fall | Key points: real, estate, sector, shows, signs | Sentiment: positive",Macro
2025-04-07,Government subsidy program gives a lift to the agriculture sector,Government subsidy program gives a lift to the agriculture sector,Economic Data Release,Positive,ExxonMobil,Industrials,Low,0.0,Government subsidy program gives a lift to the agriculture sector,"Headline: Government subsidy program gives a lift to the agriculture sector | Key points: government, subsidy, program, gives, lift | Sentiment: neutral",General
2025-03-01,Retail sales report surpasses all forecasts,Retail sales report surpasses all forecasts,Inflation Data Release,Negative,Reliance Industries,Consumer Goods,High,0.0,Retail sales report surpasses all forecasts,"Headline: Retail sales report surpasses all forecasts | Key points: retail, sales, report, surpasses, forecasts | Sentiment: neutral",Innovation
2025-04-14,Government subsidy program gives a lift to the agriculture sector,Government subsidy program gives a lift to the agriculture sector,Bond Market Fluctuation,Positive,Samsung Electronics,Industrials,Low,0.0,Government subsidy program gives a lift to the agriculture sector,"Headline: Government subsidy program gives a lift to the agriculture sector | Key points: government, subsidy, program, gives, lift | Sentiment: neutral",General
2025-06-27,Consumer Discretionary stocks outperform as spending increases,Consumer Discretionary stocks outperform as spending increases,Major Merger/Acquisition,Positive,Microsoft,Healthcare,High,0.0,Consumer Discretionary stocks outperform as spending increases,"Headline: Consumer Discretionary stocks outperform as spending increases | Key points: consumer, discretionary, stocks, outperform, spending | Sentiment: neutral",General
2025-07-29,Financial sector bracing for new capital requirements,Financial sector bracing for new capital requirements,Economic Data Release,Negative,Reliance Industries,Media & Entertainment,Medium,0.06818181818181818,Financial sector bracing for new capital requirements,"Headline: Financial sector bracing for new capital requirements | Key points: financial, sector, bracing, capital, requirements | Sentiment: positive",General
2025-06-16,Dow Jones plunges as market fears recession,Dow Jones plunges as market fears recession,Regulatory Changes,Neutral,Samsung Electronics,Finance,Low,0.0,Dow Jones plunges as market fears recession,"Headline: Dow Jones plunges as market fears recession | Key points: jones, plunges, market, fears, recession | Sentiment: neutral",General
2025-03-31,Consumer confidence index reaches a decade high,Consumer confidence index reaches a decade high,Market Rally,Negative,Samsung Electronics,Aerospace & Defense,Medium,0.16,Consumer confidence index reaches a decade high,"Headline: Consumer confidence index reaches a decade high | Key points: consumer, confidence, index, reaches, decade | Sentiment: positive",General
2025-02-17,Central Bank Governor signals potential shift in policy,Central Bank Governor signals potential shift in policy,Commodity Price Shock,Neutral,Tesla,Industrials,Low,0.0,Central Bank Governor signals potential shift in policy,"Headline: Central Bank Governor signals potential shift in policy | Key points: central, bank, governor, signals, potential | Sentiment: neutral",Macro
2025-03-03,New housing data release shows a slowdown in market activity,New housing data release shows a slowdown in market activity,Trade Tariffs Announcement,Positive,Tata Motors,Industrials,High,0.13636363636363635,New housing data release shows a slowdown in market activity,"Headline: New housing data release shows a slowdown in market activity | Key points: housing, data, release, shows, slowdown | Sentiment: positive",General
2025-04-24,Government policy shift boosts renewable energy sector,Government policy shift boosts renewable energy sector,IPO Launch,Neutral,Goldman Sachs,Technology,Low,0.0,Government policy shift boosts renewable energy sector,"Headline: Government policy shift boosts renewable energy sector | Key points: government, policy, shift, boosts, renewable | Sentiment: neutral",General
2025-07-04,UK's FTSE 100 sees a boost from favorable trade data,UK's FTSE 100 sees a boost from favorable trade data,Consumer Confidence Report,Negative,ExxonMobil,Healthcare,High,0.0,UK's FTSE 100 sees a boost from favorable trade data,"Headline: UK's FTSE 100 sees a boost from favorable trade data | Key points: ftse, sees, boost, from, favorable | Sentiment: neutral",General
2025-08-01,ASX 200 gains on strong export performance,ASX 200 gains on strong export performance,Trade Tariffs Announcement,Negative,Tesla,Utilities,Low,0.43333333333333335,ASX 200 gains on strong export performance,"Headline: ASX 200 gains on strong export performance | Key points: gains, strong, export, performance | Sentiment: positive",Innovation
2025-07-21,Government spending bill is expected to stimulate the economy,Government spending bill is expected to stimulate the economy,Stock Market Crash,Positive,Samsung Electronics,Energy,Medium,-0.1,Government spending bill is expected to stimulate the economy,"Headline: Government spending bill is expected to stimulate the economy | Key points: government, spending, bill, expected, stimulate | Sentiment: negative",General
2025-06-19,Unexpected rise in unemployment fuels market pessimism,Unexpected rise in unemployment fuels market pessimism,Government Policy Announcement,Positive,Microsoft,Telecommunications,High,0.1,Unexpected rise in unemployment fuels market pessimism,"Headline: Unexpected rise in unemployment fuels market pessimism | Key points: unexpected, rise, unemployment, fuels, market | Sentiment: positive",General
2025-02-27,Central Bank Governor signals potential shift in policy,Central Bank Governor signals potential shift in policy,Market Rally,Neutral,ExxonMobil,Technology,Low,0.0,Central Bank Governor signals potential shift in policy,"Headline: Central Bank Governor signals potential shift in policy | Key points: central, bank, governor, signals, potential | Sentiment: neutral",Macro
2025-05-05,Supply chain issues impact manufacturing sector earnings,Supply chain issues impact manufacturing sector earnings,Commodity Price Shock,Negative,ExxonMobil,Industrials,Low,0.0,Supply chain issues impact manufacturing sector earnings,"Headline: Supply chain issues impact manufacturing sector earnings | Key points: supply, chain, issues, impact, manufacturing | Sentiment: neutral",Earnings
2025-02-06,Pharmaceutical company's drug approval drives stock upward,Pharmaceutical company's drug approval drives stock upward,Trade Tariffs Announcement,Neutral,JP Morgan Chase,Utilities,Low,0.0,Pharmaceutical company's drug approval drives stock upward,"Headline: Pharmaceutical company's drug approval drives stock upward | Key points: pharmaceutical, company, drug, approval, drives | Sentiment: neutral",General
2025-02-16,Aerospace and Defense sector sees rally amid geopolitical tensions,Aerospace and Defense sector sees rally amid geopolitical tensions,Market Rally,Positive,Microsoft,Construction,Medium,0.0,Aerospace and Defense sector sees rally amid geopolitical tensions,"Headline: Aerospace and Defense sector sees rally amid geopolitical tensions | Key points: aerospace, defense, sector, sees, rally | Sentiment: neutral",General
2025-03-01,E-commerce earnings report beats all analyst expectations,E-commerce earnings report beats all analyst expectations,Major Merger/Acquisition,Neutral,JP Morgan Chase,Technology,High,0.0,E-commerce earnings report beats all analyst expectations,"Headline: E-commerce earnings report beats all analyst expectations | Key points: commerce, earnings, report, beats, analyst | Sentiment: neutral",Earnings
2025-05-13,Merger talks between two banks fall through,Merger talks between two banks fall through,Geopolitical Event,Positive,Goldman Sachs,Media & Entertainment,High,0.0,Merger talks between two banks fall through,"Headline: Merger talks between two banks fall through | Key points: merger, talks, between, banks, fall | Sentiment: neutral",M&A
2025-08-06,nan,nan,Central Bank Meeting,Neutral,JP Morgan Chase,Aerospace & Defense,Medium,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
2025-08-03,Market braces for a major policy announcement from the EU,Market braces for a major policy announcement from the EU,Cryptocurrency Regulation,Negative,Microsoft,Industrials,High,0.0625,Market braces for a major policy announcement from the EU,"Headline: Market braces for a major policy announcement from the EU | Key points: market, braces, major, policy, announcement | Sentiment: positive",General
2025-03-10,Financial services stocks rally on strong profit margins,Financial services stocks rally on strong profit margins,Cryptocurrency Regulation,Negative,Apple Inc.,Construction,Medium,0.21666666666666667,Financial services stocks rally on strong profit margins,"Headline: Financial services stocks rally on strong profit margins | Key points: financial, services, stocks, rally, strong | Sentiment: positive",Earnings
2025-02-24,Merger talks between two banks fall through,Merger talks between two banks fall through,Inflation Data Release,Positive,Samsung Electronics,Industrials,Medium,0.0,Merger talks between two banks fall through,"Headline: Merger talks between two banks fall through | Key points: merger, talks, between, banks, fall | Sentiment: neutral",M&A
2025-08-01,Automotive industry faces headwinds from rising material costs,Automotive industry faces headwinds from rising material costs,Market Rally,,Goldman Sachs,Media & Entertainment,Medium,0.0,Automotive industry faces headwinds from rising material costs,"Headline: Automotive industry faces headwinds from rising material costs | Key points: automotive, industry, faces, headwinds, from | Sentiment: neutral",General
2025-05-05,Massive stock buyback program announced by a consumer goods company,Massive stock buyback program announced by a consumer goods company,Unemployment Rate Announcement,Positive,Reliance Industries,Healthcare,High,0.0,Massive stock buyback program announced by a consumer goods company,"Headline: Massive stock buyback program announced by a consumer goods company | Key points: massive, stock, buyback, program, announced | Sentiment: neutral",General
2025-04-01,Media and Entertainment companies report a surge in streaming revenue,Media and Entertainment companies report a surge in streaming revenue,Consumer Confidence Report,Negative,JP Morgan Chase,Construction,Low,0.0,Media and Entertainment companies report a surge in streaming revenue,"Headline: Media and Entertainment companies report a surge in streaming revenue | Key points: media, entertainment, companies, report, surge | Sentiment: neutral",Earnings
2025-07-10,Federal Reserve Chairman's speech causes market volatility,Federal Reserve Chairman's speech causes market volatility,Trade Tariffs Announcement,Negative,Tata Motors,Media & Entertainment,Low,0.0,Federal Reserve Chairman's speech causes market volatility,"Headline: Federal Reserve Chairman's speech causes market volatility | Key points: federal, reserve, chairman, speech, causes | Sentiment: neutral",Macro
2025-05-15,Geopolitical ceasefire prompts a broad market recovery,Geopolitical ceasefire prompts a broad market recovery,Cryptocurrency Regulation,Negative,Samsung Electronics,Agriculture,Low,0.0625,Geopolitical ceasefire prompts a broad market recovery,"Headline: Geopolitical ceasefire prompts a broad market recovery | Key points: geopolitical, ceasefire, prompts, broad, market | Sentiment: positive",General
2025-02-10,Healthcare stocks gain on robust demand and strong outlook,Healthcare stocks gain on robust demand and strong outlook,Supply Chain Disruption,Negative,Boeing,Construction,Medium,0.43333333333333335,Healthcare stocks gain on robust demand and strong outlook,"Headline: Healthcare stocks gain on robust demand and strong outlook | Key points: healthcare, stocks, gain, robust, demand | Sentiment: positive",Innovation
2025-02-10,Consumer Discretionary stocks outperform as spending increases,Consumer Discretionary stocks outperform as spending increases,Bond Market Fluctuation,Neutral,Goldman Sachs,Automotive,High,0.0,Consumer Discretionary stocks outperform as spending increases,"Headline: Consumer Discretionary stocks outperform as spending increases | Key points: consumer, discretionary, stocks, outperform, spending | Sentiment: neutral",General
2025-06-04,Bond yields tumble as investors seek safe havens,Bond yields tumble as investors seek safe havens,Consumer Confidence Report,Positive,Microsoft,Aerospace & Defense,Medium,0.5,Bond yields tumble as investors seek safe havens,"Headline: Bond yields tumble as investors seek safe havens | Key points: bond, yields, tumble, investors, seek | Sentiment: positive",General
2025-03-18,Major oil spill sends energy stocks plummeting,Major oil spill sends energy stocks plummeting,Stock Market Crash,Neutral,JP Morgan Chase,Real Estate,Low,0.0625,Major oil spill sends energy stocks plummeting,"Headline: Major oil spill sends energy stocks plummeting | Key points: major, spill, sends, energy, stocks | Sentiment: positive",General
2025-07-19,New IPO for a popular software firm is oversubscribed,New IPO for a popular software firm is oversubscribed,Trade Tariffs Announcement,Positive,Apple Inc.,Consumer Goods,Low,0.1787878787878788,New IPO for a popular software firm is oversubscribed,"Headline: New IPO for a popular software firm is oversubscribed | Key points: popular, software, firm, oversubscribed | Sentiment: positive",General
2025-04-15,nan,nan,Trade Tariffs Announcement,Positive,Samsung Electronics,Aerospace & Defense,High,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
